Sentiment,Customer Review,corpus
Positive,"Produk nya OK..kaca bersih, karet nya OK.. Kain pembersih nya OK jg Bersihin kaca walopun di awal sudah dipasang",produk nya okkaca bersih karet nya oke kain bersih nya oke sih kaca pasang
Positive,piyamanya bagus sudah beli ke 2 X harga murah pengiriman cepat seller rekomendasi,piyamanya bagus beli 2 x harga murah kirim cepat seller rekomendasi
Positive,Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,ukur sesuai bahan adem produk sesuai foto
Positive,jangan lupa gaes diorder toko ini,lupa guys order toko
Positive,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,barang bagus berkwalitas mantaps sesuai deskripsi cepat
Positive,"Bagus bgtt, modelny kecil, wrnnya bagus. Sedotannya Kuat",bagus banget modelny wrnnya bagus sedot kuat
Positive,"Barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin karena toko nya tutup selama beberapa hari. Gak masalah. Makasih gan",barang sesuai pesananharga murahnamun kirim lambatmungkin toko nya tutup terima kasih juragan
Positive,"trima kasih yah, berfungsi dgn sangat baik. Produk nyaman & mudah dipakai. Packing aman ??. Kualitas bahan tinggi ??. Dijamin Termurah.",terima kasih fungsi produk nyaman mudah pakai packing aman kualitas bahan jamin murah
Positive,Terbaikkk sayang banget emasnya gemoy,sayang banget emas gemoy
Positive,"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????",stok vitamin wajib madu ikhtiar jaga sehat ketar tir packing bubble wrap dus air pouch pas unboxing alhamdulillah aman ed selamat terima kasih banget seller
Positive,"PUAS sekali ... saya pesan 90 pcs , semuanya pas qty nya dan tidak ada yg cacat, 1 per 1 ada mainan nya ... pengiriman brg juga cepat... terima kasih yaahh seller .. ???? untuk harga segini sih murah sekalii...",puas pesan 90 pcs pas kuantitas nya cacat 1 1 main nya kirim barang cepat terima kasih seller harga gin sih murah
Positive,"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",kualitas barang sesuai harga bahan lumayan halus sablon kasar cuci mesin cuci kirim cepat
Positive,"pengiriman cepat,packaging sangat aman.langsung dikasi member VIP. thanks abbot. jika bisa harga dtoko cabang disamakan dengan pusat.",kirim cepatpackaging amanlangsung kasih member vip terima kasih abbot harga dtoko cabang pusat
Positive,"Terima kasih, pesanan sesuai dan bagus.. Maaf inner nya sdh di pake si kakak..",terima kasih pesan sesuai bagus maaf inner nya pakai sih kakak
Positive,Bagus. Rambut jadi lembut...,bagus rambut lembut
Positive,Gercep banget adminnya nih. TOP lah pokoknya????,gerak cepat banget adminnya nih top pokok
Positive,Barang aman cuman pengiriman lama,barang aman kirim
Positive,"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",produk fungsi seller komunikatif informatif proses pilih paket sesuai butuh pandu kirim cepat bebas ongkos kirim jakarta surabaya alat praktis fungsional tonton film live channel negeri cari netflix nba televisi amazon prime lupa kerja alat gantung koneksi internet oke internet top
Positive,"enak bahannya, pas banget, bagussss, pengiriman juga cpt bgtt, sampe gainget pesen paket wkwk",enak bahan pas banget bagus kirim cepat banget gainget pesan paket wkwk
Positive,"mantaap.. semoga awet, murah meriah, tp fungsi nya sangat mbantu sekali utk pekerjaan rumah, lbh irit pemakaian superpel jadi nya..",mantap moga awet murah riah fungsi nya bantu kerja rumah irit pakai superpel nya
Positive,Mungil tapi bekerja dng baik. Dan murahh terjangkau.. pas dng kebutuhan,mungil kerja murahh jangkau pas butuh
Positive,bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,bagus kak baju nya jahit nya rapi cocok pakai harga sesuai layan nya bagus
Positive,"barang berfungsi dgn baik, pengiriman super cepat",barang fungsi kirim super cepat
Positive,"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",1 bintang packing pakai bubble wrap selamat cacat jual fast respon proses barang sesuai deteksi xbox controller colok langsung pakai config
Positive,bagus barang nya,bagus barang nya
Positive,"Alhamdulillah paketan datang dgn cepat dan penjualannya ramah , semoga tambah sukses",alhamdulillah paket cepat jual ramah moga sukses
Positive,Barang diterima dalam keadaan baik,barang terima
Positive,"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",bagus produk enak marumiya rice topping furikake nya bubur harga jangkau recommended
Positive,Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,packaging simpel proses pesan cepat packaging aman packaging rapi
Positive,"udah pembelian ke 2, awet dan tahan lama.. gak gampang rusak... paling beli lagi karena ilang ato dipinjem gak dibalikin",beli 2 awet tahan gampang rusak beli hilang dipinjem
Positive,Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,mudah suara hasil jernih produk fungsi
Positive,"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih",order 2pcs khawatir pas sudut packing bubble wrap robek banting kotak penyok2 alhamdulillah warna biru fungsi tutup bwhnya lepas warna hitam hidup mati suara nyaring charge sekal hidup mati alhamdulillah suara gede nyaring warna biru overall lumayan bagus sesuai harga terima kasih
Positive,Puas.. kartu bisa lngsung dipake di korea. Tanpa masalah..,puas kartu langsung pakai korea
Positive,"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus",buku 2 mesan lumayan cepat kirim buku bubble wrap kemas kardus overall bagus
Positive,Barang bagus packing rapih mantap. Biar bintang yang berbicara,barang bagus packing rapi mantap biar bintang bicara
Positive,Buat gonta ganti main sehari2 ga usah beli yg ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepet ???? mantab,gonta ganti main sehari2 beli ratus ribu mending belanja dapur proses delivery cepat mantap
Positive,mantap berkualitas,mantap kualitas
Positive,Pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks,emas rapi amanhny kirim malam tunggu tks
Positive,"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih",terima kasih saran2nya anabul ku bantu banget produk repurchase nih
Positive,"good seller, ramah dan proses cepat",good seller ramah proses cepat
Positive,"Respon dan pengiriman cepat. Packing rapi, recommended seller...",respon kirim cepat packing rapi recommended seller
Positive,"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!",kali beli adminny sopan responsive salah ukur langsung retur ganti ukuranny proses mudah cepatt the best atalon
Positive,Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????,jual ramah layan beli sabar saran beli mantap
Positive,Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,produk sesuai pesan bentuk warna fungsi normal
Positive,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",cepat makasihh yahhanak senang banget
Positive,Ukurannya pas. Cepat menyerap. Tidak membuat lecet. Dapat bonus. Terima kasih yaa.,ukur pas cepat serap lecet bonus terima kasih
Positive,"buku sedikit cacat di bagian kertas, tapi overall mantap",buku cacat kertas overall mantap
Positive,Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????,suka bardi bantu banget mati alat pas jam nya tidur hidup pagi haridirumah pakai alat bardi cctv akses nya mudah rumah keren
Positive,Barang bagus. Response cepat. Proses dan pengiriman cepa. Packing baik. Recommended seller.,barang bagus response cepat proses kirim cepa packing recommended seller
Positive,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil,buku bagus harga sahabat banget bendahara cerita sih
Positive,rasanya OK ??,oke
Positive,"bahan bagus , hanya di bagian jahitan mudah lepas",bahan bagus jahit mudah lepas
Positive,"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman ada tulisan fragile handle with care, saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik ??",suka layan kirim cepat packagingnya aman tulis fragile handle care suka barang saran box tekuk lihat bagus rapi
Positive,uda pembelian ke2 nihh,beli ke2 nih
Positive,"mantap sesuai pesanan, bakonya bener� mentol????respon cepat ,,, pengiriman cepat??????",mantap sesuai pesan bako bener mentolrespon cepat kirim cepat
Positive,"kualitas suara bagus, kualitas built jg bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia ngga ada mic spertinya... krn device saya tidak detek mic, jd kalo dipake telponan hrs ttp pake mic internal dari device. Tapi enak buat sekedar denger musik, nonton dan maen game",kualitas suara bagus kualitas built bagus kualitas battey oke banget 1 mic device detek mic pakai telepon pakai mic internal device enak dengar musik tonton main game
Positive,mantappp,mantap
Positive,Bahannya adem Warnanya cantik ?? Tebalnya pas! Jahitan rapi,bahan adem warna cantik tebal pas jahit rapi
Positive,Mantap barangnya next order lagi Barangnya original ??,mantap barang next order barang original
Positive,respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,respon barang proses cepat terima kasih kyou recommended banget
Positive,"mantapp murah thanks kak, thanks abang kurir langsung di Pasang??",mantap murah terima kasih kak terima kasih abang kurir langsung pasang
Positive,"pengiriman cepat, packing rapi dan aman, jumlah sesuai dgn yg diorder. terimakasih seller",kirim cepat packing rapi aman sesuai order terima kasih seller
Positive,Bahannya adem. Nyaman dipakai.,bahan adem nyaman pakai
Positive,Cepat sekali pengirimannya. Seller ramah & kualitas barangnya mulus. Recommended,cepat kirim seller ramah kualitas barang mulus recommended
Positive,"Produk sangat bagus utk lantai marmer, dan parket. Lantai lgsg bersih dan kinclong. Penggunaan juga hemat.",produk bagus lantai marmer parket lantai langsung bersih kinclong hemat
Positive,Proses pesanan cepat. Packaging aman ??. Packaging rapi.,proses pesan cepat packaging aman packaging rapi
Positive,"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",sangaat praktis euy harga maya sih enak mantap repeat order nih
Positive,"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",barang oke harga porsi jangkau enak kirim cepatgood job
Positive,Selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,the best banget deh anabul train langsung tau
Positive,Produknya bagus dan berfungsi dengan baik,produk bagus fungsi
Positive,"Sesuai pesanan, cepat proses kirim sdh sampai lgsg dipasang,Thanks seller",sesuai pesan cepat proses kirim langsung dipasangthanks seller
Negative,barangnya ga dikirim sampai hari ini,barang kirim
Negative,packing pengiriman kurang aman hanya dilapisi plastik tipis sehingga dpt menyebabkan kerusakan pada produk. dan produk yg saya terima mengalami lekukan pada tutup dan menimbulkan bercak sehingga tidak bisa menutup rapat. sehingga untuk ke depan mohon dapat memberikan packing yg lbh aman. Agar penjual dan konsumen sama2 nyaman,packing kirim aman lapis plastik tipis rusa produk produk terima alami leku tutup timbul bercak tutup rapat mohon packing aman jual konsumen nyaman
Negative,"Tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda dari warna asal, ISI juga kurang dari label, dijamin TIDAK memuaskan! HARGA GAK PERNAH NIPU",rekomendasi tembok lamatembok lembab ganti warna beda warna isi label jamin muas harga tipu
Negative,ga sesuai permintaan...udh jelas2 dikasi keterangan orderannya dan di chat biar inget eeh...malah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan. pengen cepet ngirim aja ini lapaknya. klo ga punya stok jgn di approve.,sesuai permintaanudh kasih terang order chat biar eehmalah barang warna sesuai warna cepat kirim lapak stok approve
Negative,Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,barang pakai minggu uap nya muncul lagikecewa banget murah beli yabarang tahan minggu
Negative,"maaf bukan ingin menjelekan, tp uang melayang barang tak sampai",maaf jelek uang layang barang
Negative,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,produk tes baca fast charging handphone
Negative,pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini,layan buruk respon warna baju sesuai wa chat via toped respon beda beli toko
Negative,"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",aduh ajar alam complain retak layan
Negative,"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",kamera jelek banget deskripsi walkie talkie nyata response jual lambat sim card ganti kaos kaki
Negative,"janji bisa kirim instant segera karena kita mau pakai segera, nyatanya anda tutup toko baru di kirim. paket sampai malam. pas besoknya di coba ternyata SSD nya tidak terbaca. dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru. sama2 di Tangerang ongkos gojek instant 33rb berarti dekat. dan tidak di kirim2 sampaiiii 2 minggu baru di kirim. sangat terlihat sengaja sekali di lama2in. sangat tidak professional dalam berjualan online , anda jual barang rusak pun tidak ada etikat ucapan maaf. dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai. kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari...",janji kirim instan pakai nyata tutup toko kirim paket malam pas besok coba nyata solid state drive nya baca bilang kirim toko agarnbisa kirim tangerang ongkos gojek instan 33rb arti kirim2 2 minggu kirim lihat sengaja lama2in profesional jual online jual barang rusak etikat maaf tutup anggap licik pelit ongkos kirim nya suruh tanggung pas barang lihat lupa garansi produk ganti rusak
