Sentiment,Customer Review,corpus
Positive,Ada shimmer ?. Cocok buat warm tone.,ada shimmer ?. cocok buat warm tone.
Positive,barang bagus sesuai dengan gambar,barang bagus sesuai dengan gambar
Positive,Mantap ori,mantap ori
Positive,mantap wangi nya segerrr,mantap wangi nya segerrr
Positive,"Semua fitur berfungsi baik. hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak. mungkin pas pengiriman ya. tapi overall, alat berfungsi dengan baik??","semua fitur berfungsi baik. hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak. mungkin pas pengiriman ya. tapi overall, alat berfungsi dengan baik??"
Positive,Sesuai deskripsi� seller gercep & interaktif� rekomended �,sesuai deskripsi� seller gercep & interaktif� rekomended �
Positive,bagus.. sesuai deskripsi,bagus.. sesuai deskripsi
Positive,Ukuran sesuai. Bahannya tebal. Packaging-nya rapi. Respon penjualnya top.,ukuran sesuai. bahannya tebal. packaging-nya rapi. respon penjualnya top.
Positive,respon cepat sangat memuaskan,respon cepat sangat memuaskan
Positive,"Produk nya OK..kaca bersih, karet nya OK.. Kain pembersih nya OK jg Bersihin kaca walopun di awal sudah dipasang","produk nya ok..kaca bersih, karet nya ok.. kain pembersih nya ok jg bersihin kaca walopun di awal sudah dipasang"
Positive,piyamanya bagus sudah beli ke 2 X harga murah pengiriman cepat seller rekomendasi,piyamanya bagus sudah beli ke 2 x harga murah pengiriman cepat seller rekomendasi
Positive,Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,ukurannya sesuai. bahannya adem. produk sesuai dengan foto.
Positive,jangan lupa gaes diorder toko ini,jangan lupa gaes diorder toko ini
Positive,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai
Positive,"Bagus bgtt, modelny kecil, wrnnya bagus. Sedotannya Kuat","bagus bgtt, modelny kecil, wrnnya bagus. sedotannya kuat"
Positive,"Barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin karena toko nya tutup selama beberapa hari. Gak masalah. Makasih gan","barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin karena toko nya tutup selama beberapa hari. gak masalah. makasih gan"
Positive,"trima kasih yah, berfungsi dgn sangat baik. Produk nyaman & mudah dipakai. Packing aman ??. Kualitas bahan tinggi ??. Dijamin Termurah.","trima kasih yah, berfungsi dgn sangat baik. produk nyaman & mudah dipakai. packing aman ??. kualitas bahan tinggi ??. dijamin termurah."
Positive,Terbaikkk sayang banget emasnya gemoy,terbaikkk sayang banget emasnya gemoy
Positive,"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????","stok vitamin wajib di luar permaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ed jauh. smp dlm keadaan selamat. thanks bgt seller ??????"
Positive,"PUAS sekali ... saya pesan 90 pcs , semuanya pas qty nya dan tidak ada yg cacat, 1 per 1 ada mainan nya ... pengiriman brg juga cepat... terima kasih yaahh seller .. ???? untuk harga segini sih murah sekalii...","puas sekali ... saya pesan 90 pcs , semuanya pas qty nya dan tidak ada yg cacat, 1 per 1 ada mainan nya ... pengiriman brg juga cepat... terima kasih yaahh seller .. ???? untuk harga segini sih murah sekalii..."
Positive,"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat","kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat"
Positive,"pengiriman cepat,packaging sangat aman.langsung dikasi member VIP. thanks abbot. jika bisa harga dtoko cabang disamakan dengan pusat.","pengiriman cepat,packaging sangat aman.langsung dikasi member vip. thanks abbot. jika bisa harga dtoko cabang disamakan dengan pusat."
Positive,"Terima kasih, pesanan sesuai dan bagus.. Maaf inner nya sdh di pake si kakak..","terima kasih, pesanan sesuai dan bagus.. maaf inner nya sdh di pake si kakak.."
Positive,Bagus. Rambut jadi lembut...,bagus. rambut jadi lembut...
Positive,Gercep banget adminnya nih. TOP lah pokoknya????,gercep banget adminnya nih. top lah pokoknya????
Positive,Barang aman cuman pengiriman lama,barang aman cuman pengiriman lama
Positive,"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.","produk berfungsi dengan baik. seller sangat komunikatif dan informatif. dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari jakarta ke surabaya). alatnya kecil dan praktis, tapi sangat fungsional. nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat netflix, nba tv dan amazon prime. dapatnya lebih!). tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. dia makin oke semuanya kalau internet kita top juga."
Positive,"enak bahannya, pas banget, bagussss, pengiriman juga cpt bgtt, sampe gainget pesen paket wkwk","enak bahannya, pas banget, bagussss, pengiriman juga cpt bgtt, sampe gainget pesen paket wkwk"
Positive,"mantaap.. semoga awet, murah meriah, tp fungsi nya sangat mbantu sekali utk pekerjaan rumah, lbh irit pemakaian superpel jadi nya..","mantaap.. semoga awet, murah meriah, tp fungsi nya sangat mbantu sekali utk pekerjaan rumah, lbh irit pemakaian superpel jadi nya.."
Positive,Mungil tapi bekerja dng baik. Dan murahh terjangkau.. pas dng kebutuhan,mungil tapi bekerja dng baik. dan murahh terjangkau.. pas dng kebutuhan
Positive,bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus
Positive,"barang berfungsi dgn baik, pengiriman super cepat","barang berfungsi dgn baik, pengiriman super cepat"
Positive,"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config","-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config"
Positive,bagus barang nya,bagus barang nya
Positive,"Alhamdulillah paketan datang dgn cepat dan penjualannya ramah , semoga tambah sukses","alhamdulillah paketan datang dgn cepat dan penjualannya ramah , semoga tambah sukses"
Positive,Barang diterima dalam keadaan baik,barang diterima dalam keadaan baik
Positive,"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended","bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended"
Positive,Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,packaging simpel. proses pesanan cepat. packaging aman ??. packaging rapi.
Positive,"udah pembelian ke 2, awet dan tahan lama.. gak gampang rusak... paling beli lagi karena ilang ato dipinjem gak dibalikin","udah pembelian ke 2, awet dan tahan lama.. gak gampang rusak... paling beli lagi karena ilang ato dipinjem gak dibalikin"
Positive,Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,mudah digunakan. suara yang dihasilkan jernih. produk berfungsi dengan baik.
Positive,"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih","order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih"
Positive,Puas.. kartu bisa lngsung dipake di korea. Tanpa masalah..,puas.. kartu bisa lngsung dipake di korea. tanpa masalah..
Positive,"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus","buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus"
Positive,Barang bagus packing rapih mantap. Biar bintang yang berbicara,barang bagus packing rapih mantap. biar bintang yang berbicara
Positive,Buat gonta ganti main sehari2 ga usah beli yg ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepet ???? mantab,buat gonta ganti main sehari2 ga usah beli yg ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepet ???? mantab
Positive,mantap berkualitas,mantap berkualitas
Positive,Pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks,pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks
Positive,"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih","thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih"
Positive,"good seller, ramah dan proses cepat","good seller, ramah dan proses cepat"
Positive,"Respon dan pengiriman cepat. Packing rapi, recommended seller...","respon dan pengiriman cepat. packing rapi, recommended seller..."
Positive,"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!","udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!"
Positive,Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????,penjualnya ramah melayani pembeli dengan sabar dan memberikan berbagai saran yang pembeli tidak tahu ... mantap lah ??????
Positive,Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal
Positive,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..","sampe cepet ..makasihh yahh,,anak aku seneng bangettt.."
Positive,Ukurannya pas. Cepat menyerap. Tidak membuat lecet. Dapat bonus. Terima kasih yaa.,ukurannya pas. cepat menyerap. tidak membuat lecet. dapat bonus. terima kasih yaa.
Positive,"buku sedikit cacat di bagian kertas, tapi overall mantap","buku sedikit cacat di bagian kertas, tapi overall mantap"
Positive,Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????,suka dengan bardi ini. membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. di akses nya sangat mudah walau diluar rumah.. keren..????????
Positive,Barang bagus. Response cepat. Proses dan pengiriman cepa. Packing baik. Recommended seller.,barang bagus. response cepat. proses dan pengiriman cepa. packing baik. recommended seller.
Positive,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil
Positive,rasanya OK ??,rasanya ok ??
Positive,"bahan bagus , hanya di bagian jahitan mudah lepas","bahan bagus , hanya di bagian jahitan mudah lepas"
Positive,"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman ada tulisan fragile handle with care, saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik ??","saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman ada tulisan fragile handle with care, saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik ??"
Positive,uda pembelian ke2 nihh,uda pembelian ke2 nihh
Positive,"mantap sesuai pesanan, bakonya bener� mentol????respon cepat ,,, pengiriman cepat??????","mantap sesuai pesanan, bakonya bener� mentol????respon cepat ,,, pengiriman cepat??????"
Positive,"kualitas suara bagus, kualitas built jg bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia ngga ada mic spertinya... krn device saya tidak detek mic, jd kalo dipake telponan hrs ttp pake mic internal dari device. Tapi enak buat sekedar denger musik, nonton dan maen game","kualitas suara bagus, kualitas built jg bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia ngga ada mic spertinya... krn device saya tidak detek mic, jd kalo dipake telponan hrs ttp pake mic internal dari device. tapi enak buat sekedar denger musik, nonton dan maen game"
Positive,mantappp,mantappp
Positive,Bahannya adem Warnanya cantik ?? Tebalnya pas! Jahitan rapi,bahannya adem warnanya cantik ?? tebalnya pas! jahitan rapi
Positive,Mantap barangnya next order lagi Barangnya original ??,mantap barangnya next order lagi barangnya original ??
Positive,respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!
Positive,"mantapp murah thanks kak, thanks abang kurir langsung di Pasang??","mantapp murah thanks kak, thanks abang kurir langsung di pasang??"
Positive,"pengiriman cepat, packing rapi dan aman, jumlah sesuai dgn yg diorder. terimakasih seller","pengiriman cepat, packing rapi dan aman, jumlah sesuai dgn yg diorder. terimakasih seller"
Positive,Bahannya adem. Nyaman dipakai.,bahannya adem. nyaman dipakai.
Positive,Cepat sekali pengirimannya. Seller ramah & kualitas barangnya mulus. Recommended,cepat sekali pengirimannya. seller ramah & kualitas barangnya mulus. recommended
Positive,"Produk sangat bagus utk lantai marmer, dan parket. Lantai lgsg bersih dan kinclong. Penggunaan juga hemat.","produk sangat bagus utk lantai marmer, dan parket. lantai lgsg bersih dan kinclong. penggunaan juga hemat."
Positive,Proses pesanan cepat. Packaging aman ??. Packaging rapi.,proses pesanan cepat. packaging aman ??. packaging rapi.
